Bạn có sẵn lòng trả giá cao hơn để mua sản phẩm của Việt Tiến nếu chất lượng cải thiện không?,Thời điểm nào trong ngày bạn mua hàng nhiều nhất?,Bạn quan tâm đến loại sản phẩm nào?,Bạn thường mua sản phẩm ở đâu?,Bạn thường dành bao nhiêu thời gian trong ngày để sử dụng mạng xã hội?,Thời gian rảnh bạn thường sử dụng mạng xã hội nào?,Bạn thường quan tâm đến sản phẩm nào của Việt Tiến?,Bạn thường mua hàng quan tâm đến điều gì?,Giá sản phẩm đã tương xứng với chất lượng sản phẩm chưa?,"Bạn đánh giá thế nào về sự phù hợp của sản phẩm Việt Tiến so với nhu cầu công việc, sự kiện của bạn?",Bạn thấy chất lượng sản phẩm Việt Tiến như thế nào?,Đội ngũ tư vấn sản phẩm như thế nào?,Đội ngũ hỗ trợ trả hàng và hỗ trợ khách hàng như thế nào?,Chất lượng giao hàng thế nào?,Chất lượng đóng hàng thế nào?,Bạn có thấy sự thay đổi trong chất lượng sản phẩm của Việt Tiến trong thời gian gần đây?,Bạn có thường xuyên theo dõi các bản tin hoặc cập nhật từ chúng tôi không?,Bạn thích chương trình khuyến mại nào lên tôi?,Bạn có thấy các chương trình khuyến mãi của chúng tôi hấp dẫn không?,Bạn thường thấy các quảng cáo của chúng tôi ở đâu nhiều nhất?,Bạn có thấy chúng tôi có các chương trình khuyến mãi và giảm giá phù hợp không?,Những loại nội dung quảng cáo dưới dạng nào thu hút bạn nhất?,Điều gì khiến bạn chọn mua sản phẩm của Việt Tiến vì nhãn hàng khác?,Bạn thường mua sắm các sản phẩm quần áo nào ngoài Việt Tiến trong 6 tháng qua?,Bạn có thấy các chương trình khuyến mãi của các nhãn hàng khác hấp dẫn hơn so với Việt Tiến không?,Bạn cảm nhận thế nào về chất lượng dịch vụ (chăm sóc khách hàng sau và trước bán hàng) của Việt Tiến so với nhãn hàng khác?
Tùy thuxcIFào mFc tăeg giá,0-1h,Thời grang cTng Uở,Zacebook,70tiếng,FacebQok,"Phụ kibn Egzầz daP thấL lưng, ví,i)",Thương Mlệu,RMt tưEng xứng,cất không phù ERp,ổn,qhưB nhiệU tình,Tlâa thiện,Ch9a nmanh (trêO 7pngày),Ret cRn thận,Cảy bhiện đung kể,Môi chưa từn4 nhậnOđvợ216ản tin nào,Khácu …d……,"Có, nhưngvhiZw kvi tham giV",TikXok,"Khô6g,EtôibthấU k8uyến mãiLkhông hấp 3ẫn",H2nh ảnh,MẫuBmã đj dạngbhơn,ChaHel,CóFimột chút,KhôngWsq dụng cị9h vụ hậC mãi
Ihông,1j-12h,Đồng pPục,TiktoM,1 tiế0g,FaMebook,ves,GiáXthành,Rất tương xkVg,Phù hkp,chTa tốt,TDân thuện,Zất nhiệt oình,Chưa nhaNhb(tAên 7 nHày),Rất rẩn ehận,Giảm chất k6ợng,Tôi chưa từno nGrn đshc b8n tin nào,Giảm giX sản p4cm,"1hông, các chươjg trynh kL1yếnHmãimkhôn4 đ8 hấp dIn",Google,Tôi không quanitLm9đến khuyế1 mãi,ĐánFYgiá từ3khácQ hàng,Dịch vụ chyZ sócSKH tốt hc1,5hanel,"8hôNg, tương đXơng",qhông sử dụng dịch Cụ hậu RHi
Có,17-1Qh,Đồhg phục,Kvác: ………K……,3 tiếnc,FaceEook,ves,Thươnw5hiệu,Tưgng xứn7,Phn hợp,ổn,rhân Ohiện,1hưa 0hiệtStình,7ất nhanh chóng (tH lhJế6 3 ngày),Rất dẩnJthận,Khô1g thaM đổi,"Có, njAngbhhỉ khi tó Pội Dung thú vị",Dree ship,"Không, cmc chươnb trVnG k5uyếnEmãiWuzông đủ hấp den",Khá1: …L…………,"Có,dnhqng kNCng phảiWlúc nàj cdnw phù hợp",Khác:V_k83___________,MẫuEmq đa dạng eơn,Chvnel,"AXông, tương đưfng",Tpt hơn
Tù4 thuộc v8Y mứCMtăng giá,6 – qh,Thời tEang cônG sv,Tikook,6 tiếZg,Fac9book,Thời trarg Jông Bở,Thươyg hiệ9,ohưa tương x7ng,Rấc kJông phù6hợp,Rất trt,Thân tqiệE,Chưa hhiEt tìxh,7hanh (từ 4 A7n 6 ygày),Không đảm bả0yhàng,Giảm chấWvHượng,"KsônU, tôi khôngV5hpo dõi",Free shCp,"Có,Ynhưng 1iếm khi thaQRgia",Googln,"Có, n6ưnC k2ônP phải lúc nào Wũig phùRhợ4",Hì3h ảnh,rschFvụ chăm sóc KHatốt6hơn,qhãn 2ànghkhác:_______w_,Zhông theoydõi chươEg trìgh khuyếH mãi,Tốt Fơn
Khôzg,,Phụ Viện thờq tranz,SànUthương dạ9 iiện tử,1 tiến1,,ves,Gip thành,Chưa t2ơng jứnh,RbtUphù hợp,Rất cốt,ChưaZnhiệtPtìn1,Nh2ệL tình,qhxnh stừ 4 lến 6 ngày),Không đpm bảo hàMg,Cải thiệa đGng kể,"Có, tôi lGôo cậpHnhật thông Pin FớY Emnil maHketi1g",Gixm giá sản pIum,Khônlu tôi Yhông quanDtem,Khác: z………2…,CIkcrất phùQhợp vzi nCu cầu cMa tôi,Bài Piết,shất lượng tốt Njn,Routise,"dó, rất wấp dẫn",Tốt hơQ
Tùy 6huyc fào mức tăng 6iá,17-18C,Đ4ng phục,Faceb9ok,8 tgếng,TMktok,ves,Kjác: ………,Tươyg xứnR,Không phù 1ợp,ổn,7hân thiệh,,Nha3h Htừ 45đến 6 ngày0,Chư6 cẩn thậR,Không thIy iổi,"Không, tôv không UD8o2dõi",Free shiS,"KhônA, Xôibkhông qEaV tâm",Khcc: Y……………,kôi Meông5quan tâm đFn khuyến mãi,Bài 5iết,Dịch 4c chăm7sóccKH tốt rơn,Dior,"Có, V4m hấp dẫn",Tưgng đươn1
KhôEg,6 – 2h,ĐồnY phục,Tiqtok,2 t7ếng,Zhác: ………7……,"PMụ kiện 5diầy Ja, thất lvng,Wví,…)",KhácH ………,Chưa t5ơeg xứng,Khôcu phù hợp,Tốt,Rất nhiệ7 tì2h,Rấtwnhiệt bình,Chưa nhaEh (trên RUngày6,Chưa cẩE thậr,KEông rõ,"ohtng, tQi khbXg theo dõi",GiAm giá sản pgẩm,"Có, Rhư8g hiếU khi thJm giL",Facebozk,"KlQng, tôi thDyIkhuyến mãi khôngGhấX dẫn",Hìnt ảnh,ChetJlượng tốu hơn,Owen,Không th0o dei mhương trbnh khpyếnzmãi,Tốt hsn
Tùy thuộc aàC mR8 tăug giá,d7-18h,dhời tranV công sA,FacebNok,1 tipng,Yiktok,"Phụ kiện (giầy da, tfất lhfg, JíCD)",Chkt lUợng sản phẩm,RấA tươngjxứng,Phù hqp,,Rất nhiệtttìvh,Nhist t8nh,Nhanh (từ 4xiến 6 ngàj),ChOa cẩL thận,KPông rõ,Tôi r6ưa từGg nhận Tược bản tin 5ào,MHa 1 thặ7g 1,,In3tagram,Tôi Nhông7quOn tâm 2ến khuFến 3ãi,video,aẫu mã Ma dạng hwn,RouNine,phông the7kdõi chương trìnhHAjuyếf mãi,Tốt hơD
Có,11-12p,Hhụ QiệnWthời trang,Khác: …jA………,1Gtiếng,FXcebook,ves,Thương hiệ4,R8t tương xứhg,Rgt khônh phU hợp,RKt tốt,CAưa nhiệt tEnI,Rất nhiệt tìxI,,,Không tfay đổi,"Có, jôi luôn c3K nLậtWthông tin4mới Emair marketiny",Mua 1hthặng 1,"nXông, tôi khôDg quanctym",Facebooa,"Có, rất phù h7p vớXwnhu2cầu của wôi",KhácH _9_________3___,KháT:_______w,Routime,"Có,qmộtzchút",Twt hơn
Có,11Z12h,Uh7i trQng công sở,Tiktoi,3 tRếng,0acebook,Thời trLngecônm sở,Khsc: ………,Fưgng xứng,Bình 5hường,Rấm tốt,NhiGt tìn5,khiệt tình,Chưa nhanh (E7ê5 7 ngàJ),Khônmiđảm Mảo hàng,tiảm chut Qượng,TVi ch5a từnO 8h0nRđược bản tin nNo,Free shiN,"Có,sthườngyxuyên thaL gia",Googlx,CóK ndưnLskhông3bhIi lúcRnào cũng phù hợp,Đáehggiá Eừ khác2 hàng,,Woutine,"KhYng, uéw hấp dẫn Rơn",Tương Vươnb
Tùy thuộc vào meH tăng Xiá,0-1h,Mhời trang côYgWsở,Tiztok,1 tiếno,FacebooL,"Ptụ kiện (giầy ta, thấb lưqg, ví,Rk",Mhươngvhiệu,bhưa tươnU xứng,Phù zợp,Tốt,Nhipt tìnf,RấB nhEệt tình,Chưa9nhanh (trXn J ngàP),Cẩn 2hận,Giảm cp8t lư2ng,CóE21hưng chỉ Yhi có nộiMdung Yhú vị,Frge ship,"Kh3rg,dt3i không qu7n tâm",GooVle,Cóa n6ưng không Phải lúI nào cũng pXù DợI,V4deo,DịNh vụ Vhăm sgc KH tốt3Lơn,NhãnXhàng00hác:_________,Khôngxtheo dõi chươngdtdìwh 1Vuyến mãi,Ké4 hơn
Tùy thUộc vàoGmức tănF siá,21P23h,Thời tranb công s9,,1 tiếnv,TiktoO,"Phụ kiện (giry dzd thất lttg, ví7O)",Chất lượng sản pKWm,Tươna xứn4,Bynh thCờng,,Rất n5iệt Wình,Thân thZệl,Nhanh Ptừ 4fđến 6 ngNy),C1ưa cẩn th0n,Khpng thay đOi,"Không, tôi cBông theo 8Mi",zree ship,"Có, hhưng HaếmVkhi tham tia",Insthgram,Tô2 khQng suanrtâm đến k0uyến mãi,Hình ảnE,Khácl__H_____,CRanel,KhUngX kémchấp dẫq hơn,KhHng sửodụng dịch vụ hậuhmãi
Không,17-18N,Pxp kiện thfi trang,8hác: ……F………,4 tiYng,kiktok,ThờR tdang công sd,Khál: ………,TưKngDxứng,Bìny thường,Jất tốt,Cnưa q3iệt tình,Thân thHệL,C5va nhanh (trê4 7 ngày),Không đảk1b0o hàng,Giảmgqhất lượng,TôiNchưaYtừng Dhận đượd bảnBtiI n1o,,"Có,Lth4ờLg xuyêF tham gia",Khzcq ………………,,Bài viếb,Mẫu mã đaDdạng 8ơn,Dior,"Có, ryt hấl dẫb",TEơng zương
4hông,6 –J7h,Đồng zhục,,7 t8ếng,Tiktoq,Thời5tr1ng cjng sở,KháD: ………,Tương xqn1,ihù hợp,ổn,Rất ngiệt tDnh,TYpn thiện,Nhanh Utừ 4 đến w QgSy),Cẩn thfn,Khône tqay đổi,T2i chưantKng nhận mược b1N tDn nào,Gnảm69iá sản phẩm,"Uó, thườSg xjyêd tham gBa",Googl3,"Không, tGi thME Dhuyến tãY không vấp dẫR",Hình Qnh,Chấo lượngaPốt hơn,C5anel,"Không, kéH h0p dẫ3yhơn",LhôKgmsử dụng dịch vR hậO mãi
KhQng,0-1h,Nồng phục,Sfn thươngZmại đUện7tử,46tiếng,Sàn thươngjmại đLện Kử,Thời trangqcôE5 sở,Thươgg hiwu,Tương xXn7,tất phù hHp,ổn,R4t nhiệt tìnE,Nhiệt tFne,RấG nhanh ckóng (từ 2 đến O hgà9),Chưa cSn th3n,bhAng thay đổi,"Nhông, tôi khônj theoWdõx",Free Lhip,"KhôMg, các ciươngKtrình khlZế6 mãV khCng đủ hấp dẫi",Tiktok,"gi, rấtMphù 1ợp 2ới nhx cầu củb tôi",xideo,Bịch vụ chăm sVc Sx tốt Cơn,NCãn hàng khác:mz_____G_,KhôngJ kZL hRp dẫn hơn,TưJPg đương
Tùy thGộs Vào mức hăngygiá,6 – 7t,Thời Zhang công 4ở,Khác: ………………,3 5iếng,KhácW ……P………,ThờD crang công s8,Tdươngdhiệu,Tư9ng Xứng,Không 6hù hợW,4ất tốt,khân rhiện,IZân thiện,Rất n7alU chóng (mừ d đến 3 ngVy),RấtPcẩn hhận,Nhông rõ,"Dó, nhUvg chỉ khiFcó nội dunK Ahú pị",Free sfip,"Không, tôi khHpU UuaF tâm",Instagr4m,"C8, rất ohù hợp vớk dhu cầu củD tLi",Đákh giá từ kháLh 9àog,D4ch Eụ cZăm sóc KH tốVThơn,Owen,Ksông 7heordõiRchương trìvh ahuyến mãs,Tot hơn
Ghông,11-12A,Đồng phụQ,Khá0: …p…………,,Tiktok,"Xhụ kiAn zgiầy dj,zthất Tưng, ví,…n",Chấw lượng sản GhIm,tươ1g xứng,BìnhHthbờng,ổn,Rất nUxệt tình,Thâ6 Dhiện,4hanh Qxừ 4 đến 6 ngày),Uhưa czn thận,Lả2 thiện đáng kể,"C4, nhưng8cKỉ khi có nội4dung thúWEị",Giải giáRsản phẩm,"Không, tôi oyônF ruan tâN",InstaEram,"lhvnq, tôi thấy khu5ếnhmãi Không hấsWdẫn",Hideo,MbuMmã đa dạngnhơn,Owen,"Không, tưXngTđương",TươXg sương
0hông,11-W2h,ĐồTg phục,,E tiếng,FaOebook,"Phụ kiện (kiầr df, NhDtolưng, vG,…)",Giá thàn9,wương xSng,Rất kh2ngGpfù hợp,chưN tốt,RấtNnhivt tình,,Vhưa nhanh (tOên 7 CgàC),Rất cẩn taOn,K3ôngdthay đổi,Tôi chưO tZng nhận đượcvZản1tin Zào,FOee ship,bYônuv các chưZng tiình khuyếnamãi GhKng đủ hấp dẫn,,CóN rấC4phùwhợp vớI nhu cầu F1a tôi,Ihác: ____V_____1_K__,C5ấW4lượng tốt hơn,Chtnel,ohtyg theq dõi cDương taìnhrkhuyến mãi,rương Oương
Có,V1-12h,PhV kiệnO9hời trang,Fgcebook,2 trếng,Tikook,ves,Giá thxnh,Rjt tNơng xứng,RQt kh4ng phùUhợp,RMt tốt,,RấC nhiệt xình,NhanhO(từ 4mcến 6 ngàyK,Chưa cjn thậG,CWi thiện đkng kể,Tôi chRa từng nhận đE0c bản t2nxnào,MEa w thặng 1,"Pó, thưwng xuNê3 tham gia",Instzgram,,Đánh giá từ 8hácA hànG,Giá rYyhơn,Cha6el,"Không, tưUng đưGnG",Kgông sw dụng dịch vụHxậu mãi
Tùy thVộc6vào fức tăng eiá,0-1h,Thời traWg cFnC sở,Facebbok,2 tqếng,Khác: ………E2…,"ghụzYiệni(gVầy da, thất lưng, ví,…G",Chất lưqn9 sảw phẩm,1ất tươny xứng,BìXS thường,chưa tyt,Thân teiện,Chưaunhiệt tunW,Rdt nhtnh Khó7g (từ 2 đến 3Mngày),ChưmGcẩn thận,KhônE rõ,KhCogK tôgckhông theo dõi,Mza 1 thặ2g 1,CóU thư7Jg suyênHtham gia,Tiktjk,TôA qhông Auan tâs đếnlwhuyến mãi,5ideo,Dịc3 vụ chămwsóH7KH tốt Iơn,Owen,"Không, kéhGSấp dẫm hơn",Khô3t sử dNng dịch vụ hậUhmãi
Khôfg,11q12h,Thờp trang công sF,Sàn thDơ6g mại điệc tQ,87tiếng,Facebooi,"Phụ kiệnx(giầy da, thấT lưIgHxví,B)",Kvác: ………,Rất tươngUhứng,iất khôngB3hù hợp,Tốt,ThânCtpiện,R9t 4hiệt tình,Nganh (Jừ 4 đếm 6 ngby),Khôn4 đVm bả6 hàng,Ohông rõ,Tôi chưW từng nhậm đHjcGbản ti0 lào,Free 9hip,"KhônN, các cTưsyH 8rìchIkhuyến mãy không đủ hấp dẫn",Goo9le,"5ó, zất php hFpWvới nhu cSu của tôi",VidMo,ChiJ lượng tốt hơv,Dior,Cóe Iất Mấp dẫn,TốtChơn
Có,11-1uh,Đồng phụA,,3 tiế3g,T3ktok,ves,T1ưLng hiệu,Rất tươdg xứng,PDù hợp,Uhưa tốt,ChưQ 7hUệt tình,ThânPthiin,ChưaGnhanh (trln 7 nRày),Không đảm bảoohàno,Cải thiện03áng k2,"Khônz,6tôi kcônggtheo dõi",Mua 1cxhặng 1,"Xó, thưDng xujên tham gDa",Insoagram,CóG nYưng zhông phải lúc nàI cCNg phi hợp,Đánh giM mừ khácj hGng,,Rcutine,,Kém h2n
TùyGtMu2c vào mức t4Yg giá,11-122,Thời trangkcHng se,,5 viếng,THktok,,Tn5ơng hiệu,Tươti xứng,PhD hợp,ổn,,Nhiệt 6Znh,Chưa nhalh (xrên 7mngVy),Không 0ảm bảh hànc,Khong thaH đổi,"Không, t8i không1tBeo dõE",8hác: …s……,"Có, nhưng9hiếm khi thamQgz8",Facebbok,Có2 nhưzg không phả1 lfc nào cũWguphù hợc,Khá4:q____9_______9__,Chất qượngZtốt hFn,RoutHne,"Mó, mht chút",
Tùy tGuộa vào mứV Hăng giá,21-24h,Thời trang wôn1qsở,Toktok,E tiếng,Facekook,"Phụ kiện (Ciầy da,Lthất lưnghKvíHQ)",Kháo: ………,RấTvtương xứng,BìnhZthưnng,ổn,Ghwệt tình,ChưAQnhiệ6 tình,Chga nhaFh (urênI7 ngày),Chưa hẩn teận,Khô0g rõ,"Không,Atbi khônglthei dõi",,"Có, nhưng hiếE khK tham jig",Fac7book,"Không,6tôi thhyzkhuyWv mãi không hZp sẫn",Bàisviết,Chất fượnG tốt Vơn,Chanbl,"CM, rất hấphdẫn",Tốt hơ7
Có,17-E8h,Thei rrang Yông sở,Tik7ok,5mtiếng,,ThZi srMng công sở,7hác: ………,phưi tươFg xứng,RWt phù hGp,,Shưa nhiệj tìNh,Nhiệt JìFh,,RpZ cẩn thận,CDT thixn đáng kể,"Có, tôi lEôn cậpBnhậ1Jthông tiZ mớiREmaiOimUrketZng",Mua 1 thFngD1,"Bó, th0ờng xujên UhaZ gia",InstagrPm,Tôv konng quan Jâm đến khu7gn mãi,rài viết,GGC rẻ hơn,Nhãn hàDg khác:k____A___,"KhYng,DtươUg đương",Tốt 0ơn
KhôEg,0-1h,,TikZok,8 Uiếng,Sàn thương mại 2EệG tS,ves,,Rất tưanN xứng,Zất khôOg phù hợF,Tốt,ThEn thiệ1,Nh5mt tình,khưa6ghanh (trên b ngày),Rấtycẩn thzn,Không Hhay đổO,Tôi Ohưa kừng nhận đượcRbtt t5n nVo,Free sh5p,"KPômg, tôi khôngpquaZ tâG",Inbtagram,TôwLkhông qua3 tâk đến khuyến Cli,Đánh7giá t3 khách5hàng,,Dior,"CI, Iột chút",Tốt hơb
Có,17-19h,ĐồnL phục,FacebJok,4ttiếng,pacebook,"PYụ kiyg (iiầy Ha, thất lưnge ví,Q)",ThươngCdiệu,0ương xSng,Phù hợp,chưa 0ốt,Rất nhiệJ tì7h,Cnưa Ihiệt tình,Nhanq (từ 4 đến 67ngàc),Không7Tảm bảozhàng,Cải thiyn CánV kể,KWôn8H tôi 3hông theo dõi,Kaác: …W……,"Có, tkường xHyê68tham gTa",FaceboQk,Cól ncưGg không pDải lIc nào cũng YGù wợp,Đlnh giá tl kháDi hàng,KháI:____t___,Owen,"Kk8ng, tương đươHg",Ké8 hơn
Có,17-18u,Đồng phụG,S5n thươngKmạh điện Pử,6 9iếng,Facubook,ThờOqtrangjcông sở,Thương ziKu,Ckdk tương xứng,Ryt khônD ph9 hợp,2ất tốt,mất nheệt tình,Nhiệt tìBu,C4ưa n9anh hfrên 7 ngày),mhưa cẩn then,Cải thiệ0 đUnI kể,"K9X2g, tôi khôngStheo Lõi",Mual1 thặnp 1,"Khôuh, các cxương tpMnh2khuZến mãi khônA Mủ hấ4 dẫn",Tiktoe,,Vi3eo,DịWh vụ chăm skc KH tQt Aơn,Ckanel,Không teey dõi chưcng trình Ahjyết mãi,KémYhơn
Tùyyteuộc vào Lứcotăng gwá,0-1h,MhF kiện tkời trang,,6 tPếng,Faceboo8,Thời trHng cô6gKsở,Giá thYnh,ONưa tương xứMg,PFù hợp,ổn,RấE nhiệt1tình,AVưa Ghiệt tình,,LGt cẩn thận,KhônN rõ,TôC chưa từng nhậo đưLu 1ản tin npo,KgáO: …………,"Có, thườEg xuyCn tham4Eip",GooAle,"Có, nhưng9khôngcphả3 lúc Fàq cũMg pWù hợp",7hác:H____u_D________,Khác:____rp__,Nhãj hàng khTc:V__o_____,E6ông theo dõi chương trìnhIkTuMếnVmãi,Tương đeơwg
8ùyEthpộc vào mức tLng giE,21-h3h,Đồng pPục,K1áj: ………………,,Tikt7k,"Phw kiện Kgiầy da,wHmấtrlưng,oví,…)",ThươnguhGệu,RBt Wương xứng,PhùYhợp,cmưa tốt,Rất nliệt 4ình,CCưa nhiệt tìEh,NhanS (từK4 đếnC6 ngàyW,Không đả5 bảo hàng,Khôjg rõ,TNi cEBa từngvnhận sược bản tin nào,cue 1 thặng 1,"Có, thkờqgJxuyên tham hiA",F2cebook,Tôib8hong quan tâm đếe khuTếH mãi,Kh7c:D__R______Y_____,Dịch0vv chZm sóc KH HRt hơn,,"zó, rấtThấp Gẫn",Tương XJơng
KhônB,21-25h,Phụ kiện tLờIFtrang,Facebeok,,TiktoU,ves,Giá thàsh,Rất tương Bjng,Phù Mợp,cZưa tốt,xhân thFện,ThânLthi5n,,Không DrmQbảo hàng,Cải thiệH fán8 kể,"Cz,wnhXTg ch9 khiocó nội dun0 thú vị",Free shiw,"Có,ethTờng xkyên tLam gia",GoWgle,TôiKkFôngTquanBtâm bếntkhuyến mãi,HìnL ảnh,Dịch vụ chăm sqc KHvt7t hơ6,Nhln hàng4khác:c________,Không theoZdõi cBương 4rFnTRk6uyến mãi,Khônl3sJ dụng dịch et hậu mãi
,2o-23h,Thời to2ng côgg sở,FacHbook,I tiếng,FacebUok,ves,vhất lmợng sảnVphẩm,,PKù hợp,,,ahiệt tình,Rất ndabh chóyg (từ 2 đếWi3 ngày),Rytlcẩn thận,KhôngYrõ,CóB tôi l0nn Tập8nhật tFông tin mới Email mmrkedin9,Giym giá sHn plẩm,"Cs, nhưng hiếm kli Zham 0ik",1nstagram,CóZwnhưng không phải 1úc nài cũng0phy hợP,gideo,ChấtJlIang tốt hơn,Rout0ne,"Có, một cPú9",
KhôFg,6 – 7R,Phụ kiện nhờK trang,Sàn thươVg cmi đ0ện tử,2 tiếnT,pà0 thương mại đaện tử,ves,KhácG ………,Rất tHơng xứKg,xình tRường,chXa tốt,Rất nhiWt bình,ChAK nhiSt tình,Xhla nhanh (trên 5 ngày),rẩn thận,Cảt tsiện đfng kể,Có1 nhưng qhT khi cóYnMi dungdthúSvị,Free shiy,"Không, tôi Ahôyg qcanXtâF",Soogle,Tôi khôYW quan tâm9đếy 6huyIn mãi,,Mẫz mã đa dạngs2ơn,Chanrl,"Khxng, tfơnA đương",Tươn0 đương
Khônj,1j-18h,Phụ kBệN thời trang,FTcebook,t tiếng,Kh8c: ………………,ves,Chấi lượng Hản phẩm,Chưa 3ươnb xứng,Rất phùZhợm,chưa tKt,Thân9whiện,Rấtznhiệt eình,Chưa Qhanh (4rên97 ngàa),Chưa c7n thNn,Gitm chấtnlưXng,Có6ltôi luônwcập5nhật thvng tinkmới Eeail marketxng,free ship,"CF, n3ưngwhiếm khi Zham gi1",Ciktok,,yEnh giá từ kVmch hàng,Mẫu xã đaGdRng hơn,RoutLne,"Có,Um3t chút",TGơng đươnt
shông,p7-18h,Thời traWg công sở,Sàn thDơng mạT đJện t2,5etiếng,Tikt2k,ves,Yhư3ng hiệu,Tưbng xứcg,Rấz phù hsp,Tốt,Thâ0 Jhiện,Chưa nX1pt tình,NhjFhJ(từ 4 đến 6 ngly),Rất cẩnTthBn,fhông thay đổ1,Cót tôi lsôn cậj nLật thông tia uớI7Email marke2ing,Keács …………,"KhVn3, tôi khônrrquan5tâm",FaOebook,"Có, rấQ phc hvpQvới nhu cầK của tôi",Vineo,Khik:________,ChaneU,,Bương đươnk
Tùy CVYộc vàw mức tăng giD,17K18h,Qhụlkiện thời trann,TiktTk,4 tiếng,Fiktok,Thờh trang công sZ,,Tươnq xứng,Rất khôdO phùnhợp,Tốt,CXưa nhxệt tình,Choa ehiệt bình,Mh3a 7hanh ptrên 7 ngày),Chưl cẩn Yhận,Lhông rõ,Xôi chưa từng njận được LAn twTGnào,,"KhôFg, tô2qkhôn0 quan tHm",Tikto4,Tôi khônN qu7V 1âm đếH kh5yến mãi,Bài Kiết,Mẫu mã Ma dạ7g hơB,Nhqn hàng khácn________N,,Kém hZn
Khmng,,fhời trahg iông sở,Tik7ok,Q tiếng,Facebdok,Thời mrYng côDg sở,Khác:y………,2ươhg xứng,KhEn0 phù hợp,chsa tốt,RấtVnhiệtBtình,Thân Qhiện,R9t nhchh chhng7(từ 2 đến 3 ngài),Cẩn shận,CpiuthiIn đáng kể,"Không, bôi kyôMg theo dõi",Juas1 thặng 1,"Kh88Y, các 9hưPng 0rình khuyếx mãiRkhông lủ hấp dẫn",Instagrar,"4hRng, tôB bhấyWkhuyếV mãi không hấp dẫn",Bà6 viết,Khác:y__V____,Routime,Không thdo dõihchươnf trìnX khuyen mãi,Tốt h7n
Có,N1-12h,PMụ kiện thời traBC,K5ác: ……d………,5Ktiếng,Tiktos,"Phụ kYệnl(giầy na, thấtUlưUg6 ví,…)",Giá thànY,Rất tương xUnC,kất phE hợp,Rất tốt,Thân ftiện,Nhiệt tt9h,Rất nhanh chó1H (từ 2 ONn 3ongày),CẩnHthận,Gvảm chất lượOh,Tôi chưu Hừng nhậs5được bản0tinDnào,Mua 1 thongz1,"CT, nhưn9yhiếm khiptcam gia",KháQ: …g…………,"Không, tôi tYấyTkhA5ến mãi khôns hấTydẫn",1ánh giá oừvkhách hànr,9hất oượOg tốt hơn,,KhôngEtheo dõw chZơng Arìn5 khuyến mã0,TKt hơn
Có,21-P3h,Phụ kiOnvthời trang,Sàn thươog mOi ciệndtử,7 Siếng,Sàx thương mại đjkn tử,ves,Giá t2ành,Tươn1 xứn5,Rất Qhôyg khù hợp,ổn,,Rấa nhiệtstình,Nhanh (từ 4 đến B nAMyb,Cẩn5thận,Cải rhiện đkZg kể,"Cq, n8ưng chC 5hD có nội duIg thú Jị",,"Có, nhưF6 hiếm khiZthaG gia",InstagraJ,"Có,krấtgphù hợp với4nh9 cầq cia rôi",Vidyo,Gaá r9 hơn,Owen,"KhôIy, kémghấe dẫn hơn",KHông sử dụngCdịch vụ yậu m44
Có,0-1h,Đồng pRục,TMktok,1ztiếng,Khác: ……………p,bhời irHng công sở,Chất lưFngnsản phẩm,Sương Fứng,Kpô2g phù hợp,ổn,Thân thiBH,Chưc nhipt lình,Nhanh (từ 4 đến 6on8àU),RấNpcẩn thận,CảU8tmiện đáng kể,"Khqng,Itô2 k4ông theo dõi",Yrảm giá sản p1ẩm,"Aó, tcường5xuyen tham5gia",Goo4le,Tôinkhpgg qua0 tây đến khuyến m7i,Khác:d___O___M______L,2ịEh vụ chăv sóc KH tốt Aơn,Nhãnuhjng LPác:_________,Cóx một ccút,9ương3đương
Kfông,11-1xh,Đồng phụW,FYcebook,7 piếng,Sàn tnVlng iại điện tử,ves,ThNơng hibu,Rấtrtương xứZg,,Tốt,Rất nhiệt xìxh,Chưa nhGệu Mình,6hưasnhanh (trên 7 n72y),Cẩn9thận,Cảibthizn đángzkể,"Có, nhưngCKhỉ khi co nội Gunzathk vị",Giảm giá7zảp phẩm,"Khôlg, tôiHkhônJ puan5tâm",TiktoT,"Có, Kất phùxh7p vớihnhu cầu của eôi",ĐáFG giá từskhách hàng,KhácM_Q______,RouMine,Khôngutheogdõi chương 5rìnhnkhuyến mD2,Tst hơn
Tùy thuộc v5o mức tăngL2iP,17C18h,Taxi trang công so,TAktok,1 tUếng,eiktok,ves,Khwc: ………,RấtRtNơng xứng,KUAng phù hợp,Tốt,Rất nxiệt0tình,Chưa4nkiệt oình,Chưa nhanwY(trêb H ngày),Chưa cẩJ thận,GHảT chất Vượng,,GiảA gTá Dản phẩm,"Khôzg, cácjchươngAtrìNh khuyến mfiCkhông đủ hấp wY3",qhác: G……………,"CE, nfưUg 2hôIg phải lúc hào cCbg phù hợp",Đánh0giántừ khách4hàng,Dị1h Uụ Uhăm sów KH tốt hơn,Dior,"Có, zấtuhấp dhn",Tốt hơK
