Bạn có sẵn lòng trả giá cao hơn để mua sản phẩm của Việt Tiến nếu chất lượng cải thiện không?,Thời điểm nào trong ngày bạn mua hàng nhiều nhất?,Bạn quan tâm đến loại sản phẩm nào?,Bạn thường mua sản phẩm ở đâu?,Bạn thường dành bao nhiêu thời gian trong ngày để sử dụng mạng xã hội?,Thời gian rảnh bạn thường sử dụng mạng xã hội nào?,Bạn thường quan tâm đến sản phẩm nào của Việt Tiến?,Bạn thường mua hàng quan tâm đến điều gì?,Giá sản phẩm đã tương xứng với chất lượng sản phẩm chưa?,"Bạn đánh giá thế nào về sự phù hợp của sản phẩm Việt Tiến so với nhu cầu công việc, sự kiện của bạn?",Bạn thấy chất lượng sản phẩm Việt Tiến như thế nào?,Đội ngũ tư vấn sản phẩm như thế nào?,Đội ngũ hỗ trợ trả hàng và hỗ trợ khách hàng như thế nào?,Chất lượng giao hàng thế nào?,Chất lượng đóng hàng thế nào?,Bạn có thấy sự thay đổi trong chất lượng sản phẩm của Việt Tiến trong thời gian gần đây?,Bạn có thường xuyên theo dõi các bản tin hoặc cập nhật từ chúng tôi không?,Bạn thích chương trình khuyến mại nào lên tôi?,Bạn có thấy các chương trình khuyến mãi của chúng tôi hấp dẫn không?,Bạn thường thấy các quảng cáo của chúng tôi ở đâu nhiều nhất?,Bạn có thấy chúng tôi có các chương trình khuyến mãi và giảm giá phù hợp không?,Những loại nội dung quảng cáo dưới dạng nào thu hút bạn nhất?,Điều gì khiến bạn chọn mua sản phẩm của Việt Tiến vì nhãn hàng khác?,Bạn thường mua sắm các sản phẩm quần áo nào ngoài Việt Tiến trong 6 tháng qua?,Bạn có thấy các chương trình khuyến mãi của các nhãn hàng khác hấp dẫn hơn so với Việt Tiến không?,Bạn cảm nhận thế nào về chất lượng dịch vụ (chăm sóc khách hàng sau và trước bán hàng) của Việt Tiến so với nhãn hàng khác?
Không,11-12h,Thời trang công sở,Khác: ………………,2 tiếng,Facebook,ves,Giá thành,Chưa tương xứng,Bình thường,Tốt,Chưa nhiệt tình,Rất nhiệt tình,Rất nhanh chóng (từ 2 đến 3 ngày),Không đảm bảo hàng,Giảm chất lượng,"Có, nhưng chỉ khi có nội dung thú vị",Free ship,"Không, các chương trình khuyến mãi không đủ hấp dẫn",Facebook,"Có, nhưng không phải lúc nào cũng phù hợp",Video,Mẫu mã đa dạng hơn,Nhãn hàng khác:_________,Không theo dõi chương trình khuyến mãi,Không sử dụng dịch vụ hậu mãi
Tùy thuộc vào mức tăng giá,0-1h,Thời trang công sở,Khác: ………………,2 tiếng,Khác: ………………,Thời trang công sở,Thương hiệu,Rất tương xứng,Bình thường,ổn,Chưa nhiệt tình,Chưa nhiệt tình,Chưa nhanh (trên 7 ngày),Rất cẩn thận,Giảm chất lượng,"Có, nhưng chỉ khi có nội dung thú vị",Khác: …………,"Có, thường xuyên tham gia",Khác: ………………,"Có, rất phù hợp với nhu cầu của tôi",Đánh giá từ khách hàng,Khác:________,Routine,"Không, tương đương",Tốt hơn
Có,21-23h,Đồng phục,Tiktok,2 tiếng,Tiktok,Thời trang công sở,Khác: ………,Chưa tương xứng,Bình thường,Rất tốt,Chưa nhiệt tình,Thân thiện,Nhanh (từ 4 đến 6 ngày),Chưa cẩn thận,Không thay đổi,"Có, tôi luôn cập nhật thông tin mới Email marketing",Mua 1 thặng 1,"Không, các chương trình khuyến mãi không đủ hấp dẫn",Tiktok,Tôi không quan tâm đến khuyến mãi,Bài viết,Mẫu mã đa dạng hơn,Nhãn hàng khác:_________,"Có, một chút",Tốt hơn
Có,21-23h,Phụ kiện thời trang,Facebook,3 tiếng,Tiktok,Thời trang công sở,Giá thành,Tương xứng,Không phù hợp,Rất tốt,Nhiệt tình,Rất nhiệt tình,Rất nhanh chóng (từ 2 đến 3 ngày),Rất cẩn thận,Giảm chất lượng,"Không, tôi không theo dõi",Giảm giá sản phẩm,"Có, thường xuyên tham gia",Khác: ………………,"Có, nhưng không phải lúc nào cũng phù hợp",Đánh giá từ khách hàng,Mẫu mã đa dạng hơn,Routine,"Không, kém hấp dẫn hơn",Tương đương
Không,0-1h,Thời trang công sở,Facebook,2 tiếng,Tiktok,ves,Chất lượng sản phẩm,Rất tương xứng,Rất không phù hợp,chưa tốt,Rất nhiệt tình,Nhiệt tình,Nhanh (từ 4 đến 6 ngày),Chưa cẩn thận,Cải thiện đáng kể,Tôi chưa từng nhận được bản tin nào,Giảm giá sản phẩm,"Không, tôi không quan tâm",Khác: ………………,"Có, rất phù hợp với nhu cầu của tôi",Video,Giá rẻ hơn,Chanel,Không theo dõi chương trình khuyến mãi,Kém hơn
Không,0-1h,Phụ kiện thời trang,Tiktok,3 tiếng,Facebook,Thời trang công sở,Chất lượng sản phẩm,Rất tương xứng,Phù hợp,chưa tốt,Nhiệt tình,Nhiệt tình,Rất nhanh chóng (từ 2 đến 3 ngày),Chưa cẩn thận,Không rõ,"Không, tôi không theo dõi",Khác: …………,"Không, tôi không quan tâm",Khác: ………………,Tôi không quan tâm đến khuyến mãi,Hình ảnh,Mẫu mã đa dạng hơn,Nhãn hàng khác:_________,Không theo dõi chương trình khuyến mãi,Tương đương
Có,17-18h,Đồng phục,Tiktok,3 tiếng,Tiktok,"Phụ kiện (giầy da, thất lưng, ví,…)",Giá thành,Tương xứng,Rất không phù hợp,Tốt,Thân thiện,Chưa nhiệt tình,Rất nhanh chóng (từ 2 đến 3 ngày),Cẩn thận,Cải thiện,"Có, tôi luôn cập nhật thông tin mới Email marketing",Free ship,"Không, các chương trình khuyến mãi không đủ hấp dẫn",Facebook,"Không, tôi thấy khuyến mãi không hấp dẫn",Đánh giá từ khách hàng,Dịch vụ chăm sóc KH tốt hơn,Dior,Không theo dõi chương trình khuyến mãi,Tốt hơn
Tùy thuộc vào mức tăng giá,11-12h,Đồng phục,Tiktok,3 tiếng,Khác: ………………,"Phụ kiện (giầy da, thất lưng, ví,…)",Khác: ………,Rất tương xứng,Bình thường,Rất tốt,Chưa nhiệt tình,Thân thiện,Nhanh (từ 4 đến 6 ngày),Chưa cẩn thận,Giảm chất lượng,"Có, nhưng chỉ khi có nội dung thú vị",Khác: …………,"Có, thường xuyên tham gia",Facebook,"Không, tôi thấy khuyến mãi không hấp dẫn",Đánh giá từ khách hàng,Giá rẻ hơn,Chanel,"Không, kém hấp dẫn hơn",Tốt hơn
Tùy thuộc vào mức tăng giá,0-1h,Phụ kiện thời trang,Facebook,3 tiếng,Sàn thương mại điện tử,"Phụ kiện (giầy da, thất lưng, ví,…)",Giá thành,Rất tương xứng,Bình thường,Tốt,Thân thiện,Chưa nhiệt tình,Rất nhanh chóng (từ 2 đến 3 ngày),Chưa cẩn thận,Cải thiện đáng kể,"Không, tôi không theo dõi",Mua 1 thặng 1,"Không, các chương trình khuyến mãi không đủ hấp dẫn",Tiktok,"Có, rất phù hợp với nhu cầu của tôi",Đánh giá từ khách hàng,Dịch vụ chăm sóc KH tốt hơn,Nhãn hàng khác:_________,"Không, tương đương",Tốt hơn
Tùy thuộc vào mức tăng giá,0-1h,Phụ kiện thời trang,Facebook,2 tiếng,Sàn thương mại điện tử,"Phụ kiện (giầy da, thất lưng, ví,…)",Thương hiệu,Tương xứng,Rất phù hợp,Rất tốt,Nhiệt tình,Rất nhiệt tình,Rất nhanh chóng (từ 2 đến 3 ngày),Không đảm bảo hàng,Giảm chất lượng,"Có, nhưng chỉ khi có nội dung thú vị",Khác: …………,"Có, thường xuyên tham gia",Google,"Không, tôi thấy khuyến mãi không hấp dẫn",Khác: _______________,Giá rẻ hơn,Dior,Không theo dõi chương trình khuyến mãi,Tương đương
Có,0-1h,Thời trang công sở,Facebook,2 tiếng,Tiktok,"Phụ kiện (giầy da, thất lưng, ví,…)",Thương hiệu,Rất tương xứng,Rất không phù hợp,Tốt,Nhiệt tình,Nhiệt tình,Chưa nhanh (trên 7 ngày),Chưa cẩn thận,Giảm chất lượng,"Có, tôi luôn cập nhật thông tin mới Email marketing",Khác: …………,"Không, các chương trình khuyến mãi không đủ hấp dẫn",Tiktok,"Có, nhưng không phải lúc nào cũng phù hợp",Đánh giá từ khách hàng,Khác:________,Chanel,"Không, kém hấp dẫn hơn",Không sử dụng dịch vụ hậu mãi
Có,17-18h,Đồng phục,Facebook,1 tiếng,Khác: ………………,ves,Khác: ………,Rất tương xứng,Phù hợp,Tốt,Chưa nhiệt tình,Chưa nhiệt tình,Chưa nhanh (trên 7 ngày),Rất cẩn thận,Cải thiện đáng kể,"Có, tôi luôn cập nhật thông tin mới Email marketing",Giảm giá sản phẩm,"Không, tôi không quan tâm",Tiktok,"Có, rất phù hợp với nhu cầu của tôi",Hình ảnh,Chất lượng tốt hơn,Owen,"Không, tương đương",Kém hơn
Không,21-23h,Thời trang công sở,Facebook,Khác: ………………,Facebook,ves,Khác: ………,Tương xứng,Rất phù hợp,chưa tốt,Rất nhiệt tình,Chưa nhiệt tình,Rất nhanh chóng (từ 2 đến 3 ngày),Chưa cẩn thận,Giảm chất lượng,"Có, tôi luôn cập nhật thông tin mới Email marketing",Mua 1 thặng 1,"Có, thường xuyên tham gia",Instagram,Tôi không quan tâm đến khuyến mãi,Bài viết,Giá rẻ hơn,Routine,Không theo dõi chương trình khuyến mãi,Tương đương
Tùy thuộc vào mức tăng giá,21-23h,Phụ kiện thời trang,Tiktok,2 tiếng,Facebook,Thời trang công sở,Khác: ………,Tương xứng,Bình thường,Rất tốt,Chưa nhiệt tình,Nhiệt tình,Rất nhanh chóng (từ 2 đến 3 ngày),Không đảm bảo hàng,Cải thiện,"Có, nhưng chỉ khi có nội dung thú vị",Giảm giá sản phẩm,"Không, các chương trình khuyến mãi không đủ hấp dẫn",Google,Tôi không quan tâm đến khuyến mãi,Video,Chất lượng tốt hơn,Chanel,"Có, rất hấp dẫn",Kém hơn
Có,17-18h,Đồng phục,Khác: ………………,2 tiếng,Sàn thương mại điện tử,ves,Thương hiệu,Chưa tương xứng,Rất phù hợp,Rất tốt,Thân thiện,Rất nhiệt tình,Rất nhanh chóng (từ 2 đến 3 ngày),Cẩn thận,Không thay đổi,"Có, nhưng chỉ khi có nội dung thú vị",Free ship,"Không, các chương trình khuyến mãi không đủ hấp dẫn",Facebook,"Không, tôi thấy khuyến mãi không hấp dẫn",Khác: _______________,Dịch vụ chăm sóc KH tốt hơn,Nhãn hàng khác:_________,Không theo dõi chương trình khuyến mãi,Không sử dụng dịch vụ hậu mãi
Không,6 – 7h,Đồng phục,Facebook,3 tiếng,Khác: ………………,"Phụ kiện (giầy da, thất lưng, ví,…)",Thương hiệu,Chưa tương xứng,Rất không phù hợp,Rất tốt,Chưa nhiệt tình,Chưa nhiệt tình,Chưa nhanh (trên 7 ngày),Rất cẩn thận,Giảm chất lượng,"Không, tôi không theo dõi",Khác: …………,"Không, tôi không quan tâm",Tiktok,Tôi không quan tâm đến khuyến mãi,Hình ảnh,Giá rẻ hơn,Nhãn hàng khác:_________,"Không, kém hấp dẫn hơn",Tốt hơn
Không,21-23h,Phụ kiện thời trang,Sàn thương mại điện tử,1 tiếng,Facebook,ves,Chất lượng sản phẩm,Chưa tương xứng,Bình thường,chưa tốt,Nhiệt tình,Thân thiện,Rất nhanh chóng (từ 2 đến 3 ngày),Rất cẩn thận,Cải thiện,"Có, nhưng chỉ khi có nội dung thú vị",Mua 1 thặng 1,"Có, thường xuyên tham gia",Instagram,"Có, rất phù hợp với nhu cầu của tôi",Bài viết,Chất lượng tốt hơn,Chanel,"Có, một chút",Kém hơn
Tùy thuộc vào mức tăng giá,17-18h,Đồng phục,Facebook,1 tiếng,Tiktok,ves,Giá thành,Rất tương xứng,Rất không phù hợp,Rất tốt,Nhiệt tình,Thân thiện,Chưa nhanh (trên 7 ngày),Rất cẩn thận,Cải thiện,"Có, tôi luôn cập nhật thông tin mới Email marketing",Free ship,"Không, tôi không quan tâm",Facebook,Tôi không quan tâm đến khuyến mãi,Hình ảnh,Dịch vụ chăm sóc KH tốt hơn,Chanel,Không theo dõi chương trình khuyến mãi,Kém hơn
Không,17-18h,Thời trang công sở,Sàn thương mại điện tử,Khác: ………………,Sàn thương mại điện tử,ves,Thương hiệu,Chưa tương xứng,Phù hợp,Tốt,Chưa nhiệt tình,Rất nhiệt tình,Chưa nhanh (trên 7 ngày),Cẩn thận,Không thay đổi,Tôi chưa từng nhận được bản tin nào,Mua 1 thặng 1,"Không, tôi không quan tâm",Facebook,"Có, rất phù hợp với nhu cầu của tôi",Hình ảnh,Khác:________,Chanel,"Có, một chút",Tương đương
Tùy thuộc vào mức tăng giá,0-1h,Thời trang công sở,Sàn thương mại điện tử,2 tiếng,Tiktok,"Phụ kiện (giầy da, thất lưng, ví,…)",Khác: ………,Rất tương xứng,Rất phù hợp,chưa tốt,Nhiệt tình,Thân thiện,Rất nhanh chóng (từ 2 đến 3 ngày),Rất cẩn thận,Giảm chất lượng,"Có, nhưng chỉ khi có nội dung thú vị",Giảm giá sản phẩm,"Không, tôi không quan tâm",Facebook,"Có, nhưng không phải lúc nào cũng phù hợp",Video,Chất lượng tốt hơn,Chanel,"Không, tương đương",Tương đương
Tùy thuộc vào mức tăng giá,11-12h,Phụ kiện thời trang,Facebook,3 tiếng,Tiktok,ves,Chất lượng sản phẩm,Tương xứng,Rất không phù hợp,Rất tốt,Thân thiện,Chưa nhiệt tình,Rất nhanh chóng (từ 2 đến 3 ngày),Rất cẩn thận,Cải thiện,"Không, tôi không theo dõi",Free ship,"Không, tôi không quan tâm",Facebook,"Có, rất phù hợp với nhu cầu của tôi",Bài viết,Giá rẻ hơn,Dior,"Có, một chút",Kém hơn
Tùy thuộc vào mức tăng giá,6 – 7h,Đồng phục,Tiktok,Khác: ………………,Tiktok,"Phụ kiện (giầy da, thất lưng, ví,…)",Thương hiệu,Tương xứng,Rất phù hợp,ổn,Nhiệt tình,Rất nhiệt tình,Chưa nhanh (trên 7 ngày),Chưa cẩn thận,Cải thiện đáng kể,Tôi chưa từng nhận được bản tin nào,Free ship,"Có, thường xuyên tham gia",Instagram,"Có, nhưng không phải lúc nào cũng phù hợp",Hình ảnh,Khác:________,Owen,"Có, rất hấp dẫn",Tốt hơn
Tùy thuộc vào mức tăng giá,0-1h,Thời trang công sở,Tiktok,3 tiếng,Sàn thương mại điện tử,ves,Thương hiệu,Chưa tương xứng,Rất phù hợp,Rất tốt,Chưa nhiệt tình,Nhiệt tình,Rất nhanh chóng (từ 2 đến 3 ngày),Cẩn thận,Không thay đổi,"Không, tôi không theo dõi",Giảm giá sản phẩm,"Có, nhưng hiếm khi tham gia",Tiktok,"Không, tôi thấy khuyến mãi không hấp dẫn",Video,Chất lượng tốt hơn,Nhãn hàng khác:_________,"Có, rất hấp dẫn",Tốt hơn
Tùy thuộc vào mức tăng giá,0-1h,Phụ kiện thời trang,Sàn thương mại điện tử,2 tiếng,Tiktok,ves,Khác: ………,Tương xứng,Bình thường,chưa tốt,Rất nhiệt tình,Thân thiện,Chưa nhanh (trên 7 ngày),Chưa cẩn thận,Cải thiện,Tôi chưa từng nhận được bản tin nào,Giảm giá sản phẩm,"Không, các chương trình khuyến mãi không đủ hấp dẫn",Facebook,"Có, nhưng không phải lúc nào cũng phù hợp",Hình ảnh,Khác:________,Chanel,Không theo dõi chương trình khuyến mãi,Tốt hơn
Không,0-1h,Thời trang công sở,Khác: ………………,1 tiếng,Tiktok,ves,Giá thành,Tương xứng,Bình thường,chưa tốt,Chưa nhiệt tình,Thân thiện,Nhanh (từ 4 đến 6 ngày),Cẩn thận,Không rõ,Tôi chưa từng nhận được bản tin nào,Khác: …………,"Có, thường xuyên tham gia",Khác: ………………,Tôi không quan tâm đến khuyến mãi,Bài viết,Khác:________,Chanel,"Không, kém hấp dẫn hơn",Tương đương
Có,21-23h,Phụ kiện thời trang,Tiktok,Khác: ………………,Tiktok,ves,Thương hiệu,Chưa tương xứng,Rất không phù hợp,Tốt,Chưa nhiệt tình,Thân thiện,Rất nhanh chóng (từ 2 đến 3 ngày),Rất cẩn thận,Cải thiện,"Có, nhưng chỉ khi có nội dung thú vị",Giảm giá sản phẩm,"Không, các chương trình khuyến mãi không đủ hấp dẫn",Khác: ………………,"Không, tôi thấy khuyến mãi không hấp dẫn",Bài viết,Mẫu mã đa dạng hơn,Owen,Không theo dõi chương trình khuyến mãi,Kém hơn
Không,6 – 7h,Thời trang công sở,Tiktok,1 tiếng,Tiktok,ves,Thương hiệu,Chưa tương xứng,Rất không phù hợp,chưa tốt,Rất nhiệt tình,Thân thiện,Nhanh (từ 4 đến 6 ngày),Rất cẩn thận,Cải thiện,Tôi chưa từng nhận được bản tin nào,Free ship,"Có, thường xuyên tham gia",Tiktok,"Có, nhưng không phải lúc nào cũng phù hợp",Video,Mẫu mã đa dạng hơn,Nhãn hàng khác:_________,"Có, rất hấp dẫn",Kém hơn
Có,0-1h,Thời trang công sở,Facebook,2 tiếng,Facebook,ves,Khác: ………,Chưa tương xứng,Bình thường,chưa tốt,Rất nhiệt tình,Nhiệt tình,Rất nhanh chóng (từ 2 đến 3 ngày),Rất cẩn thận,Không thay đổi,Tôi chưa từng nhận được bản tin nào,Giảm giá sản phẩm,"Có, thường xuyên tham gia",Facebook,"Không, tôi thấy khuyến mãi không hấp dẫn",Bài viết,Khác:________,Nhãn hàng khác:_________,Không theo dõi chương trình khuyến mãi,Không sử dụng dịch vụ hậu mãi
Tùy thuộc vào mức tăng giá,11-12h,Phụ kiện thời trang,Tiktok,1 tiếng,Sàn thương mại điện tử,Thời trang công sở,Thương hiệu,Tương xứng,Rất không phù hợp,Rất tốt,Rất nhiệt tình,Thân thiện,Chưa nhanh (trên 7 ngày),Không đảm bảo hàng,Giảm chất lượng,"Có, nhưng chỉ khi có nội dung thú vị",Giảm giá sản phẩm,"Không, tôi không quan tâm",Tiktok,"Có, rất phù hợp với nhu cầu của tôi",Bài viết,Mẫu mã đa dạng hơn,Chanel,"Có, một chút",Tương đương
Có,21-23h,Thời trang công sở,Tiktok,1 tiếng,Sàn thương mại điện tử,Thời trang công sở,Chất lượng sản phẩm,Rất tương xứng,Rất không phù hợp,chưa tốt,Thân thiện,Rất nhiệt tình,Nhanh (từ 4 đến 6 ngày),Rất cẩn thận,Không rõ,"Không, tôi không theo dõi",Giảm giá sản phẩm,"Có, thường xuyên tham gia",Tiktok,"Không, tôi thấy khuyến mãi không hấp dẫn",Đánh giá từ khách hàng,Dịch vụ chăm sóc KH tốt hơn,Nhãn hàng khác:_________,"Không, tương đương",Tốt hơn
Không,21-23h,Đồng phục,Sàn thương mại điện tử,3 tiếng,Tiktok,Thời trang công sở,Giá thành,Chưa tương xứng,Rất phù hợp,ổn,Rất nhiệt tình,Rất nhiệt tình,Chưa nhanh (trên 7 ngày),Chưa cẩn thận,Giảm chất lượng,"Có, tôi luôn cập nhật thông tin mới Email marketing",Giảm giá sản phẩm,"Không, tôi không quan tâm",Khác: ………………,"Có, rất phù hợp với nhu cầu của tôi",Hình ảnh,Khác:________,Dior,"Có, một chút",Không sử dụng dịch vụ hậu mãi
Tùy thuộc vào mức tăng giá,6 – 7h,Thời trang công sở,Tiktok,1 tiếng,Khác: ………………,"Phụ kiện (giầy da, thất lưng, ví,…)",Chất lượng sản phẩm,Rất tương xứng,Phù hợp,Rất tốt,Rất nhiệt tình,Rất nhiệt tình,Chưa nhanh (trên 7 ngày),Cẩn thận,Cải thiện,"Có, tôi luôn cập nhật thông tin mới Email marketing",Khác: …………,"Không, tôi không quan tâm",Google,"Không, tôi thấy khuyến mãi không hấp dẫn",Bài viết,Chất lượng tốt hơn,Dior,"Có, một chút",Tương đương
Có,21-23h,Đồng phục,Khác: ………………,3 tiếng,Khác: ………………,Thời trang công sở,Chất lượng sản phẩm,Chưa tương xứng,Phù hợp,Tốt,Nhiệt tình,Chưa nhiệt tình,Nhanh (từ 4 đến 6 ngày),Rất cẩn thận,Cải thiện đáng kể,"Có, tôi luôn cập nhật thông tin mới Email marketing",Mua 1 thặng 1,"Không, các chương trình khuyến mãi không đủ hấp dẫn",Google,"Có, rất phù hợp với nhu cầu của tôi",Bài viết,Dịch vụ chăm sóc KH tốt hơn,Chanel,"Không, kém hấp dẫn hơn",Kém hơn
Tùy thuộc vào mức tăng giá,17-18h,Phụ kiện thời trang,Khác: ………………,3 tiếng,Tiktok,"Phụ kiện (giầy da, thất lưng, ví,…)",Chất lượng sản phẩm,Rất tương xứng,Không phù hợp,ổn,Thân thiện,Nhiệt tình,Nhanh (từ 4 đến 6 ngày),Chưa cẩn thận,Không rõ,"Có, tôi luôn cập nhật thông tin mới Email marketing",Mua 1 thặng 1,"Không, tôi không quan tâm",Google,Tôi không quan tâm đến khuyến mãi,Bài viết,Giá rẻ hơn,Chanel,"Không, tương đương",Kém hơn
